OID_,PerSqFeet,Area,lat,lon,Building,NAME_ENG,NAME_CHT,OP_YRM,FLAT_NO,DGFA,NDGFA,TOTAL,BD_STOREY,Year,Income2016,WalkDis,Lift,SDU_cat,Potential,Management,MajorEstat,Easting,Northing,dc_chi,dc_eng,SDU_IND
105,13674,841,22.268120000000000,114.184089999999998,寶德大廈,PO TAK MANSION,寶德大廈,3/1/1963 0:00,0,5092.500000000000000,0,5092.500000000000000,13,62,44500,2.000000000000000,1,0,0,0,0,837004,814353,灣仔區,Wan Chai,*
106,13754,538,22.278279999999999,114.186390000000003,麗達大廈,RITA HOUSE,麗達大廈,2/1/1963 0:00,0,1217.299999999999955,229.699999999999989,1447.000000000000000,11,62,22000,0.3,1,0,0,1,0,837250,815491,灣仔區,Wan Chai,*
107,16918,662,22.268120000000000,114.184089999999998,寶德大廈,PO TAK MANSION,寶德大廈,3/1/1963 0:00,0,5092.500000000000000,0,5092.500000000000000,13,62,44500,2.000000000000000,1,0,0,0,0,837004,814353,灣仔區,Wan Chai,*
108,7056,479,22.312000000000001,114.170590000000004,麗星大廈,LAI SHING BUILDING,麗星大廈,9/1/1963 0:00,0,6126.699999999999818,941.299999999999955,7068.000000000000000,19,61,15000,0.05,1,1,1,0,0,835623,819226,油尖旺區,Yau Tsim Mong,**
109,7744,501,22.290080000000000,114.194789999999998,南方大廈,SOUTHERN BUILDING,南方大廈,1/1/1963 0:00,0,17271.099999999998545,1407.500000000000000,18678.599999999998545,20,62,18420,0.2,1,1,0,1,0,838112,816787,東區,Eastern,**
110,11231,463,22.316690000000001,114.191419999999994,安昌大廈,ON WO YUEN PHASE I ON CHEONG BUILDING,安和園第一期安昌大廈,3/1/1973 0:00,0,4765.100000000000364,483.699999999999989,5248.800000000000182,15,52,18930,0.5,1,0,1,0,1,837766,819743,九龍城區,Kowloon City,*
111,9718,533,22.289860000000001,114.195549999999997,五洲大廈,CONTINENTAL MANSION,五洲大廈,10/1/1962 0:00,0,26221.599999999998545,3614.199999999999818,29835.799999999999272,23,62,31000,0.3,1,1,0,1,0,838187,816789,東區,Eastern,**
112,9502,442,22.317990000000002,114.173230000000004,華樂大廈,WAH LOK BUILDING,華樂大廈,5/1/1963 0:00,0,4418.699999999999818,264.500000000000000,4683.199999999999818,15,61,26000,0.4,1,1,0,1,0,835889,819892,油尖旺區,Yau Tsim Mong,**
113,8049,441,22.284030000000001,114.221209999999999,太祥樓,TAI CHEONG HOUSE,太祥樓,11/1/1962 0:00,0,7600.000000000000000,599.000000000000000,8199.000000000000000,11,62,15290,0.2,1,0,0,1,0,840856,816143,東區,Eastern,*
114,9670,516,22.289860000000001,114.195549999999997,五洲大廈,CONTINENTAL MANSION,五洲大廈,10/1/1962 0:00,0,26221.599999999998545,3614.199999999999818,29835.799999999999272,23,62,31000,0.3,1,1,0,1,0,838187,816789,東區,Eastern,**
115,11373,466,22.317380000000000,114.167360000000002,德利樓,TAK LEI HOUSE,德利樓,7/1/1977 0:00,15,415.399999999999977,266.199999999999989,681.600000000000023,6,47,14850,0.3,0,0,0,0,0,835292,819821,油尖旺區,Yau Tsim Mong,*
116,8633,417,22.327729999999999,114.187129999999996,五聯大廈,YUE LUEN MANSION,沒有名稱,1/1/1967 0:00,0,737.000000000000000,185.500000000000000,922.500000000000000,6,58,22230,0.5,0,1,0,1,0,837325,820967,九龍城區,Kowloon City,**
117,11200,508,22.290080000000000,114.194789999999998,南方大廈,SOUTHERN BUILDING,南方大廈,1/1/1963 0:00,0,17271.099999999998545,1407.500000000000000,18678.599999999998545,20,62,18420,0.2,1,1,0,1,0,838112,816787,東區,Eastern,**
118,10268,857,22.302630000000001,114.175439999999995,僑豐大廈,KIU FUNG MANSION,僑豐大廈,6/1/1963 0:00,0,11975.399999999999636,1050.000000000000000,13025.399999999999636,16,61,23130,0.4,1,2,0,1,0,836117,818184,油尖旺區,Yau Tsim Mong,***
119,9911,907,22.289860000000001,114.195549999999997,五洲大廈,CONTINENTAL MANSION,五洲大廈,10/1/1962 0:00,0,26221.599999999998545,3614.199999999999818,29835.799999999999272,23,62,31000,0.3,1,1,0,1,0,838187,816789,東區,Eastern,**
120,9248,865,22.302630000000001,114.175439999999995,僑豐大廈,KIU FUNG MANSION,僑豐大廈,6/1/1963 0:00,0,11975.399999999999636,1050.000000000000000,13025.399999999999636,16,61,23130,0.4,1,2,0,1,0,836117,818184,油尖旺區,Yau Tsim Mong,***
121,10673,787,22.289860000000001,114.195549999999997,五洲大廈,CONTINENTAL MANSION,五洲大廈,10/1/1962 0:00,0,26221.599999999998545,3614.199999999999818,29835.799999999999272,23,62,31000,0.3,1,1,0,1,0,838187,816789,東區,Eastern,**
122,9049,652,22.304539999999999,114.171360000000007,金百龍大廈,CUMBERLAND HOUSE,金百龍大廈,8/1/1963 0:00,0,1779.700000000000045,1796.700000000000045,3576.400000000000091,11,61,17210,0.05,1,2,0,1,0,835688,818396,油尖旺區,Yau Tsim Mong,***
123,8419,582,22.277490000000000,114.229870000000005,好景樓,HO KING BUILDING,好景樓,10/1/1979 0:00,60,2288.599999999999909,910.299999999999955,3198.900000000000091,22,45,32100,0.2,1,0,0,0,0,841728,815405,東區,Eastern,*
124,17309,513,22.283590000000000,114.127840000000006,美新大廈,MAY SUN BUILDING,美新大廈,5/1/1964 0:00,0,6710.000000000000000,610.000000000000000,7320.000000000000000,12,60,45490,0.3,1,1,0,1,0,831217,816082,中西區,Central and Western,**
125,13737,495,22.318629999999999,114.170519999999996,國榮大樓,KWOK WING BUILDING,國榮大樓,8/1/1964 0:00,0,1723.099999999999909,516.299999999999955,2239.400000000000091,12,60,16500,0.05,1,0,1,1,0,835617,819957,油尖旺區,Yau Tsim Mong,*
126,13111,572,22.287520000000001,114.144670000000005,星輝大廈,SING FAI BUILDING,星輝大廈,2/1/1979 0:00,92,3611.000000000000000,877.200000000000045,4488.199999999999818,25,46,26630,0.05,1,0,0,0,0,832946,816516,中西區,Central and Western,*
127,8305,590,22.323340000000002,114.165930000000003,利泰大樓,LEE TAI BUILDING,利泰大樓,12/1/1963 0:00,0,4630.399999999999636,378.399999999999977,5008.800000000000182,15,61,16200,0.2,1,1,1,0,0,835142,820479,油尖旺區,Yau Tsim Mong,**
128,10471,764,22.279019999999999,114.183340000000001,麗園大廈,LAI YUEN APARTMENTS,麗園大廈,4/1/1964 0:00,0,7160.199999999999818,1263.799999999999955,8424.000000000000000,14,60,22000,0.1,1,0,0,1,0,836930,815578,灣仔區,Wan Chai,*
129,11098,901,22.282319999999999,114.186030000000002,維德大廈,VICTORIA PARK MANSION,維德大廈,11/1/1963 0:00,0,35018.699999999997090,10898.100000000000364,45916.800000000002910,16,61,50230,0.4,1,0,0,1,0,837217,815940,灣仔區,Wan Chai,*
130,7041,409,22.287379999999999,114.149109999999993,永樂大廈,WING LOK MANSION,永樂大廈,8/1/1968 0:00,0,106.599999999999994,1994.599999999999909,2101.199999999999818,9,56,23000,0.3,1,0,0,1,0,0,0,中西區,Central and Western, 
131,8652,460,22.292149999999999,114.197580000000002,僑裕大樓,GAIN YU BUILDING,橋裕大廈,5/1/1988 0:00,60,3540.599999999999909,1484.200000000000045,5024.800000000000182,23,36,27490,0.3,1,0,0,1,0,838402,817025,東區,Eastern,*
132,8003,1087,22.317240000000002,114.174959999999999,曾榕大廈,TSAN YUNG MANSION,曾榕大廈,7/1/1964 0:00,0,9276.100000000000364,1463.299999999999955,10739.399999999999636,13,60,65000,0.6,1,0,0,1,0,836064,819828,九龍城區,Kowloon City,*
133,6497,531,22.335799999999999,114.196380000000005,威信樓,WEI SHUN MANSION,威信樓,4/1/1964 0:00,0,1613.900000000000091,1159.000000000000000,2772.900000000000091,6,60,14540,0.7,0,0,0,1,0,838277,821863,黃大仙區,Wong Tai Sin,*
134,12951,471,22.278880000000001,114.177300000000002,高華大廈,GO WAH MANSION,高華大廈,5/1/1964 0:00,0,5325.899999999999636,903.399999999999977,6229.300000000000182,15,60,29000,0.4,1,1,0,1,0,836312,815552,灣仔區,Wan Chai,**
135,11627,860,22.282219999999999,114.185789999999997,新唐大廈,NEWTOWN MANSION,新唐大廈,11/1/1963 0:00,0,35018.699999999997090,10898.100000000000364,45916.800000000002910,15,61,50230,0.3,1,0,0,1,0,837188,815934,灣仔區,Wan Chai,*
136,15582,738,22.281340000000000,114.150509999999997,雅景大廈,GREEN FIELD COURT,雅景大廈,11/1/1977 0:00,42,2954.699999999999818,0,2954.699999999999818,22,47,50000,0.8,1,0,0,1,0,833547,815826,中西區,Central and Western,*
137,8029,685,22.302199999999999,114.174800000000005,環海大廈,UNIVERSAL MANSION,環海大廈,8/1/1962 0:00,0,12056.700000000000728,1157.000000000000000,13213.700000000000728,11,62,19210,0.4,1,0,0,1,0,836055,818142,油尖旺區,Yau Tsim Mong,*
138,7547,689,22.320599999999999,114.161689999999993,興旺大廈,HING WONG MANSION,興旺大樓,1/1/1964 0:00,0,21780.000000000000000,1909.000000000000000,23689.000000000000000,16,61,18630,0.3,1,2,0,1,0,834707,820165,油尖旺區,Yau Tsim Mong,***
139,10827,423,22.313590000000001,114.171049999999994,東方大廈,TUNG YU BUILDING,東裕大廈,1/1/1979 0:00,69,2731.099999999999909,313.399999999999977,3044.500000000000000,24,46,12490,0.05,1,0,0,1,0,835669,819401,油尖旺區,Yau Tsim Mong,*
140,9676,618,22.290260000000000,114.195059999999998,南天大廈,NAM TIN BUILDING,南天大廈,12/1/1963 0:00,0,6997.100000000000364,1575.000000000000000,8572.100000000000364,20,61,18420,0.2,1,1,0,1,0,838142,816813,東區,Eastern,**
141,11197,643,22.286390000000001,114.151349999999994,永利大廈,WINNING HOUSE,永利大廈,12/1/1975 0:00,0,0,1654.299999999999955,1654.299999999999955,11,49,27200,0.05,1,0,0,1,0,833632,816386,中西區,Central and Western,*
142,11017,570,22.316600000000001,114.187340000000006,七喜大廈,LUCKY BUILDING,七喜大廈,8/1/1964 0:00,0,13255.299999999999272,947.700000000000045,14203.000000000000000,19,60,25000,0.05,1,1,0,1,0,837348,819734,九龍城區,Kowloon City,**
143,9780,501,22.277680000000000,114.229900000000001,錦華大樓,KAM WA BUILDING,錦華大樓,6/1/1964 0:00,0,4573.399999999999636,1200.799999999999955,5774.199999999999818,14,60,32100,0.1,1,0,0,1,0,841729,815434,東區,Eastern,*
144,9404,638,22.317769999999999,114.173079999999999,藝興大廈,NGAI HING MANSION,藝興大廈,6/1/1964 0:00,0,17074.900000000001455,1403.299999999999955,18478.200000000000728,17,60,26000,0.5,1,2,0,1,0,835877,819861,油尖旺區,Yau Tsim Mong,***
145,7283,519,22.371009999999998,114.115139999999997,華成樓 B座,WAH SHING BUILDING BLOCK B,華成樓Ｂ座,2/1/1964 0:00,0,1910.099999999999909,872.399999999999977,2782.500000000000000,6,61,15830,0.4,0,1,1,0,0,829912,825763,荃灣區,Tsuen Wan,**
146,10849,553,22.286269999999998,114.136460000000000,屈地大廈 38-44號,WHITTY  BUILDING,屈地大廈,9/1/1963 0:00,0,10153.600000000000364,863.600000000000023,11017.200000000000728,15,61,18000,0.05,1,2,1,1,0,832107,816381,中西區,Central and Western,***
147,9734,1130,22.278649999999999,114.177750000000003,金冠大廈,KAM KOON BUILDING,金冠大廈,8/1/1978 0:00,34,1660.900000000000091,1153.799999999999955,2814.699999999999818,22,46,27950,0.5,1,0,0,1,0,836357,815538,灣仔區,Wan Chai,*
148,10046,428,22.330909999999999,114.162940000000006,美華大廈,MAYFAIR BUILDING,美華大廈,5/1/1993 0:00,24,1035.799999999999955,584.799999999999955,1620.599999999999909,15,31,14370,0.05,1,0,0,1,0,834837,821314,深水埗區,Sham Shui Po,*
149,10172,521,22.286269999999998,114.136460000000000,屈地大廈 22-28號,WHITTY  BUILDING,屈地大廈,9/1/1963 0:00,0,10153.600000000000364,863.600000000000023,11017.200000000000728,15,61,18000,0.05,1,2,1,1,0,832107,816381,中西區,Central and Western,***
150,9794,633,22.360299999999999,114.134020000000007,永業大廈,WING YIP INDUSTRIAL BUILDING,永業工廠大廈,10/1/1977 0:00,0,0,27382.099999999998545,27382.099999999998545,25,47,18080,0.9,1,0,0,1,0,0,0,葵青區,Kwai Tsing, 
151,12593,536,22.279019999999999,114.183340000000001,麗園大廈,LAI YUEN APARTMENTS,麗園大廈,4/1/1964 0:00,0,7160.199999999999818,1263.799999999999955,8424.000000000000000,14,60,22000,0.1,1,0,0,1,0,836930,815578,灣仔區,Wan Chai,*
152,10513,760,22.316600000000001,114.187340000000006,七喜大廈,LUCKY BUILDING,七喜大廈,8/1/1964 0:00,0,13255.299999999999272,947.700000000000045,14203.000000000000000,19,60,25000,0.05,1,1,0,1,0,837348,819734,九龍城區,Kowloon City,**
153,10218,1008,22.319410000000001,114.175240000000002,榮英大廈,WING YING MANSION,榮英大廈,2/1/1964 0:00,0,16873.099999999998545,756.000000000000000,17629.099999999998545,19,61,35000,0.6,0,0,0,0,0,836102,820048,九龍城區,Kowloon City,*
154,10152,916,22.300950000000000,114.173820000000006,豪麗大廈,HOLLY MANSION,豪麗大廈,6/1/1964 0:00,0,2472.500000000000000,676.000000000000000,3148.500000000000000,10,60,23660,0.4,1,0,0,1,0,835954,817992,油尖旺區,Yau Tsim Mong,*
155,12048,996,22.325869999999998,114.174859999999995,公爵大廈,DUKE MANSION,公爵大廈,7/1/1964 0:00,0,2453.800000000000182,0,2453.800000000000182,13,60,49900,0.6,1,0,0,1,0,836061,820760,九龍城區,Kowloon City,*
156,8176,636,22.334350000000001,114.194919999999996,彩虹唐樓,CHOI HUNG BUILDING,彩虹唐樓,7/1/1964 0:00,0,10104.000000000000000,2628.900000000000091,12732.899999999999636,7,60,30000,0.9,0,0,0,1,0,838121,821692,黃大仙區,Wong Tai Sin,*
157,12477,545,22.277899999999999,114.173910000000006,軒尼詩道171-173號,NO SPECIFIC NAME,沒有名稱,4/1/1964 0:00,0,1054.500000000000000,334.500000000000000,1389.000000000000000,12,60,16000,0.05,1,0,0,1,0,835961,815449,灣仔區,Wan Chai,*
158,8853,436,22.334930000000000,114.194829999999996,仁愛大樓,YAN OI BUILDING,仁愛大樓,5/1/1964 0:00,0,11443.100000000000364,1590.099999999999909,13033.200000000000728,15,60,18800,0.9,1,1,0,1,0,838118,821761,黃大仙區,Wong Tai Sin,**
159,8333,720,22.281639999999999,114.152649999999994,財利大樓,CHOY LEE HOUSE,財利樓,12/1/1981 0:00,8,316.899999999999977,416.800000000000011,733.700000000000045,6,43,36410,0.6,0,0,0,0,0,833764,815858,中西區,Central and Western,*
160,9955,452,22.278410000000001,114.173519999999996,利順大樓,LEE SHUN BUILDING,利順大樓,4/1/1964 0:00,0,1583.099999999999909,262.800000000000011,1845.900000000000091,12,60,23250,0.05,1,0,0,1,0,835922,815502,灣仔區,Wan Chai,*
161,15536,457,22.268319999999999,114.186650000000000,昌明大樓,CHEONG MING BUILDING,昌明大廈,1/1/1964 0:00,0,2157.000000000000000,220.000000000000000,2377.000000000000000,9,61,35200,1.500000000000000,1,0,0,1,0,837277,814389,灣仔區,Wan Chai,*
162,12477,545,22.277899999999999,114.173910000000006,軒尼詩道171-173號,NO SPECIFIC NAME,沒有名稱,4/1/1964 0:00,0,1054.500000000000000,334.500000000000000,1389.000000000000000,12,60,16000,0.05,1,0,0,1,0,835961,815449,灣仔區,Wan Chai,*
163,8064,434,22.334930000000000,114.194829999999996,仁愛大樓,YAN OI BUILDING,仁愛大樓,5/1/1964 0:00,0,11443.100000000000364,1590.099999999999909,13033.200000000000728,15,60,18800,0.9,1,1,0,1,0,838118,821761,黃大仙區,Wong Tai Sin,**
164,8193,620,22.323280000000000,114.165450000000007,利盛大樓,LEE SHING BUILDING,利盛大樓,3/1/1964 0:00,0,3836.000000000000000,275.000000000000000,4111.000000000000000,16,61,16200,0.3,0,0,1,0,0,0,0,油尖旺區,Yau Tsim Mong, 
165,8168,404,22.303640000000001,114.169049999999999,恆福大廈,HANG FOOK BUILDING,恒福大廈,2/1/1979 0:00,45,1727.599999999999909,630.399999999999977,2358.000000000000000,17,46,23000,0.2,1,0,0,1,0,835459,818297,油尖旺區,Yau Tsim Mong,*
166,6134,489,22.306249999999999,114.167710000000000,佳成大廈,LEE SHING MANSION,利成大廈,6/1/1961 0:00,0,6159.500000000000000,1307.599999999999909,7467.100000000000364,14,63,24300,0.1,1,2,0,1,0,835323,818580,油尖旺區,Yau Tsim Mong,***
167,10000,598,22.290260000000000,114.195059999999998,南天大廈,NAM TIN BUILDING,南天大廈,12/1/1963 0:00,0,6997.100000000000364,1575.000000000000000,8572.100000000000364,20,61,18420,0.2,1,1,0,1,0,838142,816813,東區,Eastern,**
168,7356,435,22.335460000000001,114.194640000000007,衍慶大廈 衍慶街34-58號,YIN HING BUILDING,衍慶大廈,9/1/1964 0:00,0,12419.500000000000000,1676.500000000000000,14096.000000000000000,8,60,16500,0.8,1,2,0,1,0,838091,821842,黃大仙區,Wong Tai Sin,***
169,8840,552,22.334930000000000,114.194829999999996,仁愛大樓,YAN OI BUILDING,仁愛大樓,5/1/1964 0:00,0,11443.100000000000364,1590.099999999999909,13033.200000000000728,15,60,18800,0.9,1,1,0,1,0,838118,821761,黃大仙區,Wong Tai Sin,**
170,11009,545,22.277899999999999,114.173910000000006,軒尼詩道171-173號,NO SPECIFIC NAME,沒有名稱,4/1/1964 0:00,0,1054.500000000000000,334.500000000000000,1389.000000000000000,12,60,16000,0.05,1,0,0,1,0,835961,815449,灣仔區,Wan Chai,*
171,9586,605,22.313800000000001,114.227649999999997,華豐大廈,HWA FUNG MANSION,華豐大廈,2/1/1964 0:00,0,3895.099999999999909,0,3895.099999999999909,14,61,28500,0.6,1,0,0,0,0,841501,819421,觀塘區,Kwun Tong,*
172,12195,533,22.279430000000001,114.192440000000005,明新大廈,MING SUN BUILDING,明新大廈,4/1/1964 0:00,0,7371.000000000000000,567.000000000000000,7938.000000000000000,14,60,50210,0.5,1,0,0,1,0,837865,815623,灣仔區,Wan Chai,*
173,6792,530,22.238080000000000,114.195239999999998,海景大廈,SEA VIEW BUILDING,海景大樓,9/1/1954 0:00,0,0,2418.500000000000000,2418.500000000000000,3,70,94200,3.500000000000000,1,0,0,0,0,0,0,南區,Southern, 
174,7706,532,22.370790000000000,114.119470000000007,紅棉大廈,KAPOK MANSION,紅棉大廈,1/1/1965 0:00,0,5974.899999999999636,627.600000000000023,6602.500000000000000,14,60,15000,0.5,1,1,0,1,0,830359,825743,荃灣區,Tsuen Wan,**
175,12647,593,22.324809999999999,114.186059999999998,嘉登大廈,CARLTON MANSION,嘉登大廈,1/1/1965 0:00,0,4631.000000000000000,0,4631.000000000000000,12,60,62750,0.8,1,0,0,1,0,837215,820643,九龍城區,Kowloon City,*
176,9577,710,22.261720000000000,114.233879999999999,文華樓,MAN WAH BUILDING,文華樓,3/1/1971 0:00,0,860.700000000000045,248.000000000000000,1108.700000000000045,6,54,24000,0.5,0,0,0,0,0,842137,813670,東區,Eastern,*
177,8593,640,22.315040000000000,114.227230000000006,月華樓,YUET WAH MANSION,月華樓,4/1/1965 0:00,0,5425.699999999999818,452.100000000000023,5877.800000000000182,13,59,28500,0.7,1,0,0,1,0,841470,819565,觀塘區,Kwun Tong,*
178,12875,699,22.324809999999999,114.186059999999998,嘉登大廈,CARLTON MANSION,嘉登大廈,1/1/1965 0:00,0,4631.000000000000000,0,4631.000000000000000,12,60,62750,0.8,1,0,0,1,0,837215,820643,九龍城區,Kowloon City,*
179,9464,560,22.315040000000000,114.227230000000006,月華樓,YUET WAH MANSION,月華樓,4/1/1965 0:00,0,5425.699999999999818,452.100000000000023,5877.800000000000182,13,59,28500,0.7,1,0,0,1,0,841470,819565,觀塘區,Kwun Tong,*
180,9121,603,22.278220000000001,114.176969999999997,光華大廈,KWONG WAH MANSION,光華大廈,11/1/1964 0:00,0,4047.199999999999818,778.600000000000023,4825.800000000000182,16,60,27950,0.4,1,0,0,1,0,836278,815479,灣仔區,Wan Chai,*
181,9425,435,22.313910000000000,114.226540000000000,僑業大廈,KIU YIP MANSION (G-M),僑業大廈（Ｇ－Ｍ）,6/1/1965 0:00,0,7009.899999999999636,543.299999999999955,7553.199999999999818,12,59,29650,0.3,1,0,0,0,0,841385,819438,觀塘區,Kwun Tong,*
182,9230,650,22.314560000000000,114.227500000000006,安樂花園大廈,ON LOK GARDEN MANSION,安樂花園大廈,3/1/1965 0:00,0,4213.899999999999636,351.199999999999989,4565.100000000000364,13,60,28500,0.7,1,0,0,1,0,841483,819509,觀塘區,Kwun Tong,*
183,8695,1150,22.315899999999999,114.227140000000006,超群大廈,CHIU KWAN BUILDING,超群大廈,1/1/1965 0:00,0,7642.100000000000364,0,7642.100000000000364,13,60,28500,0.6,1,0,0,1,0,841440,819655,觀塘區,Kwun Tong,*
184,11756,723,22.324809999999999,114.186059999999998,嘉登大廈,CARLTON MANSION,嘉登大廈,1/1/1965 0:00,0,4631.000000000000000,0,4631.000000000000000,12,60,62750,0.8,1,0,0,1,0,837215,820643,九龍城區,Kowloon City,*
185,11612,713,22.319379999999999,114.177850000000007,德威大廈 (一期及二期),TAK WAI MANSION PHASE II,德威大廈第二期,6/1/1966 0:00,0,5036.399999999999636,592.500000000000000,5628.899999999999636,18,58,52500,1.000000000000000,1,0,0,0,0,836369,820041,九龍城區,Kowloon City,*
186,12242,727,22.319379999999999,114.177850000000007,德威大廈 (一期及二期),TAK WAI MANSION PHASE II,德威大廈第二期,6/1/1966 0:00,0,5036.399999999999636,592.500000000000000,5628.899999999999636,18,58,52500,1.000000000000000,1,0,0,0,0,836369,820041,九龍城區,Kowloon City,*
